timestamp,ACLineStatus,BatteryFlag,BatteryLifePercent,SystemStatusFlag,BatteryLifeTime,BatteryFullLifeTime
1611159312,0,1,95,0,3853,4294967295
1611159317,0,1,95,0,3853,4294967295
1611159322,0,1,95,0,3853,4294967295
1611159327,0,1,95,0,3853,4294967295
1611159332,0,1,95,0,3853,4294967295
1611159337,0,1,94,0,2445,4294967295
1611159342,0,1,94,0,2445,4294967295
1611159347,0,1,94,0,2445,4294967295
1611159352,0,1,94,0,2445,4294967295
1611159357,0,1,94,0,2445,4294967295
1611159362,0,1,94,0,2445,4294967295
1611159367,0,1,93,0,2433,4294967295
1611159372,0,1,93,0,2433,4294967295
1611159377,0,1,93,0,2433,4294967295
1611159382,0,1,93,0,2433,4294967295
1611159387,0,1,93,0,2433,4294967295
1611159392,0,1,93,0,2433,4294967295
1611159397,0,1,92,0,3755,4294967295
1611159402,0,1,92,0,3755,4294967295
1611159407,0,1,92,0,3755,4294967295
1611159412,0,1,92,0,3755,4294967295
1611159417,0,1,92,0,3755,4294967295
1611159422,0,1,92,0,3755,4294967295
1611159427,0,1,92,0,3755,4294967295
1611159432,0,1,91,0,2790,4294967295
1611159437,0,1,91,0,2790,4294967295
1611159442,0,1,91,0,2790,4294967295
1611159447,0,1,91,0,2790,4294967295
1611159452,0,1,91,0,2790,4294967295
1611159457,0,1,91,0,2790,4294967295
1611159462,0,1,90,0,2442,4294967295
1611159467,0,1,90,0,2442,4294967295
